id	text	koronawirusem_hits	koronawirus_hits
ParlaMint-PL_2020-03-06-senat-06-1.txt:ParlaMint-PL_2020-03-06-senat-06-1.u55	proszę państwa dostałem gorącą informację od ludzi ze szpitala zielonogórskiego taki news w zielonej górze w szpitalu kończą się zapasy maseczek skafandrów fartuchów pielęgniarki grożą że odejdą od łóżek to jest szpital samorządowy… cały czas powtarzam że samorząd jest na pierwszej linii walki walczy ale potrzebuje realnego wsparcia a nie tylko konferencji prasowych czy wiecie państwo że marszałek województwa lubuskiego do tej pory nie została zaproszona ani jeden raz na zebranie sztabu kryzysowego pan wojewoda organizuje konferencje prasowe zbierają się sztaby kryzysowe a marszałek województwa odpowiadająca za szpital samorządowy w którym jest pierwszy przypadek koronawirusa w ogóle nie jest zapraszana na posiedzenia sztabów kryzysowych dzisiaj miała zaproszenie i chyba uczestniczyła zaraz do tego dojdę dzisiaj odbyło się pierwsze spotkanie nie w ramach sztabu samorządowego tylko pan wojewoda wysłał swojego zastępcę pana wicewojewodę perczaka… pierwszy pozytywny sygnał panie senatorze był dzisiaj i dzisiaj w tym piśmie mam to pismo przesłane była zawarta obietnica że szpital dostanie 1000 maseczek i 300 kombinezonów – po raz pierwszy jest coś na piśmie – a województwo lubuskie otrzyma 5 milionów zł do tej pory samorządowcy czyli osoby odpowiedzialne za szpital nie wiedzieli czy mają robić zakupy czy szukać jakiegoś dodatkowego sprzętu czy materiałów dzisiaj tak panie senatorze rzeczywiście jest pismo że 5 milionów zł trafi do województwa lubuskiego z czego do szpitala zakaźnego w zielonej górze gdzie jest ten pacjent zero tak go nazwijmy trafią 2 miliony zł przynajmniej jest coś na piśmie i na koniec proszę państwa powiem tak otrzymuję dziesiątki listów i próśb żeby nie głosować za tą ustawą dysponuję tym jeżeli ktoś chce to pokażę państwu te wszystkie uwagi które są zgłaszane ale zakładając że jest stan wyższej konieczności ja nie zagłosuję przeciwko tej ustawie a nasze koło senatorów niezależnych nie będzie miało dyscypliny w głosowaniu mam jednak nadzieję że po przegłosowaniu tej ustawy szybko przystąpimy do prac nad nową ustawą do której te poprawki mam nadzieję w tym trybie gorącym gorącej pracy zostały wprowadzone niecelowo zostaną naprawione i szpitale oraz samorządowcy będą mogli realizować te zadania które spadną na ich barki ale już wg dobrej poprawionej ustawy dziękuję bardzo oklaski	0	0
ParlaMint-PL_2020-03-06-senat-06-1.txt:ParlaMint-PL_2020-03-06-senat-06-1.u61	pani prof chybicka powiedziała że każdy powinien mieć wykonany test bo każdy jest potencjalnie zagrożony nie możemy mówić ludziom podawać społeczeństwu takich informacji które nagle będą powodowały jakieś poczucie krzywdy wywoływały pytania a dlaczego ja nie mam tego testu on miał a ja nie mam nie jesteśmy w stanie – żaden kraj nie jest w stanie – wykonać testów prewencyjnych u wszystkich mieszkańców polski to są słowa które sieją panikę i podważają poczucie tego że rząd troszczy się i z największą powagą podchodzi do wszystkiego co związane może być z zakażeniem koronawirusem mówi się także o tym – to się tutaj przewijało – że jest mało informacji szanowni państwo to ja nie wiem wy chyba telewizji nie oglądacie… rozmowy na sali każdej każdej… nie nie oglądamy mówię „telewizji” nie mówię o telewizji publicznej ja oglądam wszystko w komercyjnych stacjach telewizyjnych a w publicznej to do znudzenia są podawane co najmniej od miesiąca informacje o tym że na świecie panuje taka choroba o przestrzeganiu… najpierw były chiny przypomnę o tym że sprowadziliśmy…	1	0
ParlaMint-PL_2020-03-06-senat-06-1.txt:ParlaMint-PL_2020-03-06-senat-06-1.u67	dobrze to te moje dodatkowe 5 minut… jeżeli podejrzewamy u siebie czy u kogoś z bliskich zakażenie koronawirusem – jest wysoka temperatura powyżej 38 39 stopni kaszel duszności i było możliwe zetknięcie się z chorą osobą która była gdzieś za granicą – to pozostajemy w domu dzwonimy na infolinię bądź do lekarza poz tak jak się zachował wzorowo nasz pacjent zerowy i czekamy właściwe służby zaopiekują się nami w sposób zgodny z zasadami sztuki lekarskiej na koniec chciałabym w imieniu jak myślę nie tylko senatorów prawa i sprawiedliwości ale wszystkich senatorów obecnych na sali złożyć serdeczne podziękowania wszystkim pracownikom ochrony zdrowia wszystkim urzędnikom stacji sanitarnoepidemiologicznych którzy od ponad miesiąca z zaangażowaniem i niezwykle gorliwie sumiennie nie licząc godzin i własnych strat opiekują się chorymi i dbają o to żeby było ich jak najmniej a czas… trwa wyścig z czasem uczeni opracowują nową szczepionkę szczęść im boże w tej pracy aby była ona jak najszybciej dziękuję bardzo oklaski	1	0
ParlaMint-PL_2020-03-12-senat-07-1.txt:ParlaMint-PL_2020-03-12-senat-07-1.u1	szanowni państwo proszę o zajmowanie miejsc otwieram obrady siódmego posiedzenia senatu rzeczypospolitej polskiej x kadencji marszałek trzykrotnie uderza laską marszałkowską za chwilę poproszę o dosłownie 10minutową przerwę żeby pracownicy administracyjni mogli przygotować wszystkie niezbędne materiały ale jeśli państwo pozwolą wykorzystam ten czas aby poinformować o tym co miało miejsce na posiedzeniu konwentu seniorów i w tym czasie o który przesunęliśmy początek obrad otóż jedna z osób z obrębu senatu w tej chwili podlega… czekamy na wynik dotyczący tego czy jest zarażona wirusem corona czy też nie jeśli nie będziemy procedować normalnie a jeśli okaże się że tak to wszystkich nas czeka poddanie się procedurze opisanej w zarządzeniach sanitarnoepidemiologicznych mianowicie kwarantannie wraz z poddaniem się dwukrotnemu badaniu testem na obecność koronawirusa ci którzy będą mieli wynik ujemny będą mogli udać się do domu ci którzy będą mieli wynik dodani ale bez objawów będą podlegali kwarantannie ci zaś którzy będą mieli wynik dodani i objawy – a te jak państwo wiecie trudno odróżnić od objawów grypowych – będą musieli skontaktować się z lekarzem z oddziałem zakaźnym choć niekoniecznie będą musieli być hospitalizowani bo to nie działa z automatu mam nadzieję – biorąc pod uwagę stan zdrowia osoby której to dotknęło a który się poprawił – że ten wynik będzie ujemny i że będziemy mogli normalnie procedować nie ograniczając oczywiście absolutnie wolności wypowiedzi pań i panów senatorów wyrażam nadzieję że do piątku do jutrzejszego popołudnia zakończymy proces omawiania poszczególnych ustaw koncentrując się przede wszystkim na nowelizacji specustawy która ma za zadanie usprawnić walkę z koronawirusem bo to zadanie jest na obecną chwilę zdecydowanie priorytetowe i najważniejsze tak jak deklarowałem na konferencji prasowej senat w całej rozciągłości włączy się ze swoimi siłami intelektualnymi ze swoją mocą i znaczeniem w walkę z koronawirusem bo to jest zadanie które stoi przed nami wszystkimi od polityków po medyków to w jakim stopniu mu sprostamy będzie decydowało o tym jak ta epidemia zostanie opanowana spowolniona a później wygaszona mam nadzieję że senat odegra w tym dziele pozytywną rolę otrzymałem już materiały meldują mi tu państwo że możemy zacząć bez ogłaszania przerwy sekretarze zajęli już miejsca listę mówców prowadzić będzie pani senator agnieszka gorgońkomor informuję że protokół czwartego posiedzenia senatu zgodnie z regulaminem senatu jest przygotowany do udostępnienia senatorom jeżeli nikt z państwa senatorów nie zgłosi do niego zastrzeżeń to zostanie on przyjęty na kolejnym posiedzeniu projekt porządku obrad został już wyłożony na ławach senatorskich projekt ten uwzględnia propozycje zmian omówione na posiedzeniu konwentu seniorów – są one zaznaczone kursywą w projekcie porządku obrad który został państwu wysłany drogą elektroniczną znajdował się punkt drugie czytanie projektu ustawy o zmianie ustawy o krs oraz niektórych innych ustaw w związku z nieprzygotowaniem przez komisje senackie sprawozdania w tej sprawie punkt ten nie został uwzględniony w projekcie porządku obrad do zatwierdzenia przez senat proponuję rozpatrzenie punktów pierwszego drugiego szóstego siódmego oraz dziewiątego projektu porządku obrad wyłożonego na państwa ławach senatorskich pomimo że sprawozdania komisji w sprawie tych punktów zostały dostarczone w terminie późniejszym niż określony w art 34 ust 2 regulaminu senatu jeśli nie usłyszę sprzeciwu uznam że wysoka izba przyjęła przedstawioną propozycję wobec braku głosów sprzeciwu stwierdzam że senat przedstawioną propozycję przyjął proponuję skreślenie z porządku obrad punktów czwartego tj informacji dla sejmu i senatu rp o udziale rzeczypospolitej polskiej w pracach unii europejskiej w okresie lipiec – grudzień 2019 przewodnictwo finlandii w radzie unii europejskiej – i rozpatrzenie go na kolejnym posiedzeniu co jest uzgodnione z panem ministrem szymańskim drugiego tj drugie czytanie projektów uchwał w sprawie zmiany regulaminu senatu druki nr 48 i 72 jeśli nie usłyszę sprzeciwu uznam że wysoka izba przyjęła przedstawioną propozycję wobec braku głosów sprzeciwu stwierdzam że senat przedstawioną propozycję przyjął proponuję zmianę kolejności rozpatrywania punktu ustawa o zmianie niektórych ustaw w związku z promocją prozdrowotnych wyborów konsumentów – i rozpatrzenie go jako punktu drugiego był to dotychczas punkt piąty porządku obrad jeśli nie usłyszę sprzeciwu uznam… proponuję rozpatrzenie go jako punktu trzeciego porządku obrad a był to dotychczas punkt piąty porządku obrad jeśli nie usłyszę sprzeciwu uznam że wysoka izba przyjęła przedstawioną propozycję wobec braku głosów sprzeciwu stwierdzam że senat przedstawioną propozycję przyjął proponuję uzupełnienie porządku obrad o punkty drugie czytanie projektu uchwały w sprawie uczczenia pamięci ofiar katastrofy smoleńskiej w dziesięciolecie tej tragedii – i rozpatrzenie go jako punktu ósmego porządku obrad zmiany w składzie komisji senackich – i rozpatrzenie go jako punktu ostatniego porządku obrad jeśli nie usłyszę sprzeciwu uznam że wysoka izba przyjęła przedstawione propozycje sprzeciwu nie ma czy ktoś z państwa senatorów pragnie zabrać głos w sprawie przedstawionego porządku obrad	2	0
ParlaMint-PL_2020-03-12-senat-07-1.txt:ParlaMint-PL_2020-03-12-senat-07-1.u15	przyjmuję uwagi pana senatora z tą uwagą że należy procedować sprawnie i szybko zgadzam się szczególnie jeżeli jednak pan senator sobie wyobraża że senat rzeczypospolitej będzie przerywał pracę dlatego że w kraju jesteśmy zagrożeni epidemią koronawirusa… co do tego jestem dokładnie odwrotnego zdania zadaniem konstytucyjnym senatu jest dołożyć wszelkich starań aby z tą epidemią jak najskuteczniej jak najlepiej walczyć obecność na… oklaski obecność na tej sali panie senatorze nie jest obowiązkowa jeżeli pan ma obawy to może pan to posiedzenie opuścić rozmowy na sali czy są inne głosy w sprawie porządku obrad pan senator czarnobaj	0	0
ParlaMint-PL_2020-03-12-senat-07-1.txt:ParlaMint-PL_2020-03-12-senat-07-1.u37	nie czekamy podam je państwu natychmiast tweet pana premiera „w obliczu koronawirus polskie społeczeństwo powinno być i jest jednością rząd czy samorząd lewica czy prawica – wszyscy działamy wspólnie i w porozumieniu” poddaję to państwu pod rozwagę	0	1
ParlaMint-PL_2020-03-12-senat-07-1.txt:ParlaMint-PL_2020-03-12-senat-07-1.u40	wracamy do rozpatrywania… wyjaśnię to panu senatorowi jeżeli pan chce w kuluarach wracamy do rozpatrywania punktu trzeciego… wystąpię do pana premiera wystosuję list z prośbą o współpracę w walce z koronawirusem proszę sprawozdawcę komisji zdrowia panią senator ewę matecką o przedstawienie sprawozdania komisji	1	0
ParlaMint-PL_2020-03-12-senat-07-1.txt:ParlaMint-PL_2020-03-12-senat-07-1.u51	szanowny panie marszałku wysoka izbo panie senatorze odbyło się kilka spotkań z przedstawicielami branży i można powiedzieć że co do zasady ta dyskusja dotyczyła 3 obszarów pierwszym z nich była wysokość opłat można powiedzieć że przedstawiciele branży nie negowali konieczności wprowadzenia takich rozwiązań ale jednocześnie zgłaszali swoje uwagi jeżeli chodzi o wysokość opłat w tym zakresie ministerstwo zdrowia zaproponowało aby obniżyć te opłaty o 20 a także rozpocząć pobór opłaty zmiennej 1 stycznia 2021 r no niestety ta propozycja nie znalazła akceptacji drugiej strony wobec czego nie mogę przedstawić tego wysokiej izbie jako konkretnego ustalenia druga kwestia dotyczyła opóźnienia poboru umówiliśmy się ze stroną społeczną… tutaj pokrótce powiem że na spotkaniu byli przedstawiciele konfederacji „lewiatan” i krajowej unii producentów soków byli przedstawiciele pohid czyli takiej organizacji która grupuje podmioty zajmujące się handlem wielkopowierzchniowym byli przedstawiciele polskiej izby handlu byli przedstawiciele największych – no jednych z największych na pewno – producentów napojów w polsce przedstawiciele firmy colian firmy zbyszko firmy… ta trzecia przepraszam bardzo z głowy mi wyleciała i jeszcze byli przedstawiciele organizacji pod przewodnictwem pana prezesa gantnera zrzeszającej producentów żywności podczas tego spotkania wypracowaliśmy kompromis który zakładał że pobór opłaty za rok 2020 będzie odroczony w taki sposób aby cała opłata za miesiące od lipca do listopada była wpłacana do 28 grudnia tego roku a ponadto zaakceptowaliśmy wydłużenie terminu zapłaty on obecnie wynosi tyle samo co w przypadku różnych należności podatkowych 25 dni od zakończeniu danego okresu – to wydawało się nam racjonalne – niemniej jednak otrzymaliśmy taki postulat aby wydłużyć to do 60 dni i przystaliśmy na propozycję w myśl której byłby to właśnie ostatni dzień miesiąca następującego po miesiącu następującym po zakończeniu tego okresu można powiedzieć że to byłoby prawie 60 dni chyba że to byłby luty no powiedzmy 29 czy 28 lutego w przypadku opłaty za grudzień to też byłyby 2 miesiące my w ministerstwie przygotowaliśmy taką propozycję poprawki przekazaliśmy ją naszym partnerom społecznym niemniej ona nie znalazła akceptacji wiem że partnerzy społeczni przygotowali swoją wersję zupełnie inną na którą ja jako przedstawiciel ministerstwa zdrowia nie jestem skłonny się zgodzić propozycja poprawki o której mówię została wypracowana podczas tego spotkania i uzyskała obopólną akceptację no wiem że do senatorów wpływały ze strony społecznej inne propozycje ale nie są one owocem jakiegokolwiek konsensusu trzeci obszar dotyczył przeniesienia poboru opłaty na producenta w sposób który zagwarantuje zabezpieczenie interesów producentów krajowych chodzi o to żeby nie było takiego przypadku że ktoś kto importuje wspomniane napoje byłby w sytuacji bardziej korzystnej niż sytuacja krajowego producenta ogólnie można powiedzieć że takich uzgodnionych w 100 wersji poprawek nie udało nam się wypracować tak że muszę przyznać że nie udało się wypracować konsensusu pomimo że wielokrotnie podejmowaliśmy próby – odbyło się kilka spotkań oczywiście były też rozmowy uzgodnienia już na poziomie roboczym wydaje się że zostały przedstawione przez ministerstwo bardzo racjonalne propozycje czyli odroczenie poboru w tym roku… tutaj od razu powiem że rozmawialiśmy można powiedzieć już w trakcie rozwijającej się sytuacji związanej z koronawirusem co też miało wpływ na nasze stanowisko to jest pierwsza kwestia no druga kwestia wiąże się z tym że jak się wydaje to 20procentowe obniżenie wysokości opłat w tym roku a nawet można powiedzieć obniżenie ich praktycznie o połowę pokazuje że tak naprawdę rządowi przyświeca nie cel fiskalny tylko cel prozdrowotny no niestety po tej drugiej stronie… podczas dyskusji to było często artykułowane przez przedstawicieli organizacji producentów że idea jest niejako taka żeby potraktować to jako coś co w żaden sposób ma nie zmienić nawyków konsumenckich wszystko ma pozostać bez zmian a rozwiązanie które wprowadzamy ta opłata ma de facto skonsumować część marży przedsiębiorców na czy nam w żadnym stopniu nie zależy	1	0
ParlaMint-PL_2020-03-12-senat-07-1.txt:ParlaMint-PL_2020-03-12-senat-07-1.u63	panie ministrze jeszcze pytanie… rozmowy na sali panie ministrze w tej chwili jesteśmy w ostrej fazie ataku koronawirusa trudno powiedzieć jak sytuacja będzie się rozwijała ja oczywiście pomijam całą stronę medyczną ale skutki gospodarcze mogą być bardzo poważne o tym mówi pan premier i ministrowie i dlatego jest przygotowana specjalna ustawa żeby wesprzeć przedsiębiorców w sytuacji gdy mogą być zagrożenia wynikające właśnie z tej strasznej choroby czy nie rozważacie jednak państwo w tej chwili odroczenia tego może warto poczekać pół roku i przyjąć tę ustawę w przyszłym roku bo ona będzie jednak znacznym obciążeniem dla wielu przedsiębiorców którzy rzeczywiście mogą mieć poważne kłopoty związane ze sprzedażą czy nawet produkcją swoich wyrobów samo przesunięcie terminu płatności – pan sugerował że coś takiego mogłoby mieć miejsce – jest może jakąś niewielką pomocą ale dotyczy kosztów które muszą zostać poniesione w tym roku może warto jednak przesunąć termin wejścia w życie tej ustawy na rok przyszły bądź w ogóle rozpocząć prace nad nią od nowa tak żeby ona obowiązywała od roku przyszłego 2021	0	0
ParlaMint-PL_2020-03-12-senat-07-1.txt:ParlaMint-PL_2020-03-12-senat-07-1.u65	szanowny panie marszałku wysoka izbo panie senatorze tak jak mówiłem myśmy już w dobie można powiedzieć bardzo intensywnych prac rządowych związanych z zapobieganiem skutkom rozprzestrzeniania się koronawirusa odbyli spotkanie z branżą spotkanie z ekspertami w tej sprawie właśnie w celu ustalenia takiej propozycji która byłaby akceptowalna dla obydwu stron ja taką propozycję przedstawiłem jeżeli w toku dzisiejszych prac ktoś z państwa senatorów byłby skłonny złożyć taką poprawkę która by właśnie realizowała te ustalenia czyli – przypomnę – odraczała wejście w życie tej opłaty do 28 grudnia a jeżeli chodzi o pobór i wydłużenie… przewodnictwo obrad obejmuje marszałek tomasz grodzki	0	0
ParlaMint-PL_2020-03-13-senat-07-2.txt:ParlaMint-PL_2020-03-13-senat-07-2.u53	panie senatorze czy budzi pańskie zdziwienie to że pomimo epidemii koronawirusa jeśli dobrze pamiętam izba reprezentantów kongresu stanów zjednoczonych podejmuje dzisiaj uchwały parlament austriacki też dzisiaj pracuje… akurat o tych 2 przypadkach słyszałem być może inne parlamenty również pracują czy to budzi pańskie zdziwienie	0	0
ParlaMint-PL_2020-03-13-senat-07-2.txt:ParlaMint-PL_2020-03-13-senat-07-2.u61	pani marszałek wysoka izbo ja postaram się mówić bardzo krótko żeby tej dyskusji nie przedłużać i może trochę w inny sposób niż dotychczas wypowiadałem się na temat tego przedłożenia – a mówiłem już wielokrotnie chciałbym sprawę przybliżyć w pewien historyczny sposób uchwalaliśmy tydzień temu również w tej izbie – mam wrażenie że to było dużo dużo dawniej bo tyle się wydarzyło – specustawę związaną z zagrożeniem koronawiruem i zarówno panie i panowie senatorowie jak i biuro legislacyjne senatu zwracali uwagę na pewne legislacyjne nieprawidłowości które znalazły się w tej ustawie – co jednak jak widać też po dzisiejszej pracy senatu i wynikających z tego tempa pomyłek było nieuniknione wtedy mówiąc o współpracy nad zmianą tej ustawy wyobrażałem sobie że będziemy pracować nad tymi nielicznymi zmianami ściśle redakcyjnolegislacyjnymi które zaproponowało biuro legislacyjne senatu zawsze czujne i zawsze rzetelne jeśli chodzi o analizy projektów ustaw tymczasem projekt który został przedłożony tutaj wysokiej izbie przez komisje zawiera szereg bardzo szczegółowych merytorycznych zmian do projektu… a raczej do już przyjętej ustawy rządowej specustawy te zmiany można podzielić na kilka kategorii po pierwsze są to zmiany które zmierzają do pewnego złagodzenia w różnym stopniu stosowania rygorów specustawy tutaj chodzi o art 11 który dotyczy poleceń i decyzji wydawanych wobec organów administracji rządowej i wobec przedsiębiorców to dotyczy też zapisów obejmujących stosowanie prawa budowlanego a raczej zwalniających z jego zastosowania dotyczy to również zapisów dotyczących prawa oświatowego i prawa dotyczącego szkolnictwa wyższego czyli zawieszania zajęć na uczelniach i tutaj z całym naciskiem chciałbym zadeklarować w imieniu rządu że jestem przeciwko tym zmianom rząd na dalszych etapach pracy parlamentarnej w sejmie będzie dążył do tego żeby tych zmian w specustawie nie było kolejna kategoria zmian dotyczących przedłożenia które wysoka izba dzisiaj prezentuje to są zmiany a właściwie pakiet zmian mających poprawić sytuację przedsiębiorców którzy z przeróżnych powodów – pracowniczych z powodu decyzji organów administracji publicznej – mogą ponieść straty wskutek zapobiegania koronawirusowi tutaj mogę powiedzieć w ten sposób część z tych propozycji zasługuje na dalsze analizy na rozważenie i rząd do czasu przedłożenia tego projektu sejmowi takie analizy na pewno będzie prowadził pozostałą część jednak można ocenić jako swego rodzaju pobożne życzenia postulaty podyktowane skądinąd dobrą wolą które będzie bardzo ciężko zrealizować w obliczu innych wydatków czekających budżet państwa w sytuacji zwalczania epidemii jednak jeśli chodzi o tę część która dotyczy wsparcia dla przedsiębiorców to myślę że tu dyskusja będzie najbardziej rzetelna najistotniejsza tę dyskusję już zaczęliśmy na przykład uzgadniana jest z rządem poprawka dotycząca stosowania przepisów ustawy o zamówieniach publicznych która sprowadza się do tego że będzie generalne wyłączenie ale będą stosowane również zasady zamówień publicznych wobec tych zakupów które są związane ze zwalczaniem epidemii tak więc jeśli chodzi o ten pakiet to w zakresie przedsiębiorczości dyskusja będzie moim zdaniem najistotniejsza i najbardziej ożywiona w zasadzie już ją zaczęliśmy i będziemy ją w sejmie kontynuować no ostatnia grupa poprawek to są właśnie te poprawki o których mówiłem na początku czyli drobne poprawki legislacyjnoredakcyjne tutaj nie mamy zastrzeżeń szanowni państwo była tutaj mowa o wielu punktach nad którymi dyskutowaliśmy podczas posiedzenia komisji chciałbym bardzo wyraźnie podkreślić to o czym powiedziałem już na posiedzeniu komisji że wszelkie postulaty dotyczące zmiany pułapu wieku dzieci przebywających w domu z powodu zawieszenia zajęć w szkołach – chodzi o wiek ponad 8 lat – podlegają w tym momencie analizie ze strony rządu na tę chwilę wszystkie informacje spływające do mnie i do ministerstwa rozwoju wskazują na to że jakakolwiek propozycja… obietnica dotycząca podwyższenia tego wieku będzie bardzo trudna do spełnienia wobec sytuacji związanej z nowymi wydatkami budżetowymi wynikającymi ze zwalczania epidemii aczkolwiek podkreślam…	0	0
ParlaMint-PL_2020-03-13-senat-07-2.txt:ParlaMint-PL_2020-03-13-senat-07-2.u69	dziękuję bardzo pani marszałek szanowni państwo na początku może powiem o najważniejszym dzisiaj będziemy uchwalać tę ustawę w takim zakresie w jakim przeprowadziliśmy rozmowy nie uwzględniając pewnych ważnych elementów prawdopodobnie dzisiaj nie dałoby się tego przeprowadzić stąd też powstrzymałem się od zgłaszania poprawki ale ustawa trafi do sejmu mam tutaj gorącą prośbę do rządu jest już bardzo późno to co robimy w walce z koronawirusem wydaje się jakby gonieniem koronawirusa podczas gdy powinniśmy wystąpić do przodu coś przewidzieć i działać pod kątem takiej sytuacji jaka będzie za 2 tygodnie na posiedzeniu komisji zdrowia senatorowie pis wskazywali że nasze poprawki nasze zmiany ograniczają narzędzia służące do walki z koronawirusem do wojny którą teraz toczymy i utrudniają tę wojnę zgodnie z tą logiką… wiemy już od dawna że do prowadzenia wojny są potrzebne 3 rzeczy pieniądze pieniądze i pieniądze dlatego apeluję do przedstawicieli rządu aby w czasie kiedy ta ustawa trafi do sejmu dokonano istotnych zmian finansowych przesunięć budżetowych zwiększenia deficytu budżetowego – obojętne jak to nazwiemy – na kwotę przynajmniej 30 miliardów zł żeby walka z koronawirusem przybrała realne kształty takie państwa jak niemcy czy włochy przeznaczają na walkę z koronawirusem tyle ile my przeznaczamy na ochronę zdrowia w ogóle cały budżet naszego nfz jest tam przeznaczany tylko na walkę z koronawirusem tak więc te 30 miliardów nie wygląda na bardzo dużą kwotę sądzę że jak się spotkamy za nie wiadomo ile za miesiąc 2 3 4 miesiące i będziemy podsumowywać ile wydaliśmy ile nas kosztowała ta walka to takie sumy będą realne lepiej je zaplanować lepiej teraz je rozdysponowywać niż później po fakcie już w trakcie uzupełniać to jakimiś niewielkimi kwotami tak że mam taki gorący apel drugi mój apel jest taki aby postępować bardziej zdecydowanie bardziej jednoznacznie w częstochowie skąd jestem wojewódzki szpital specjalistyczny został wyznaczony jako szpital zakaźny pierwszego rzutu trwało to mniej więcej dobę a po tej dobie został skreślony z listy przesunięty i został wskazany inny szpital mój szpital już się przygotowywał do tego że ma przejąć pacjentów a teraz ma pracować inaczej jeżeli podejmujemy jakieś decyzje to niech one będą jednoznaczne a my wszyscy się do nich dostosujemy my naprawdę chcemy współpracować chcemy pracować ale nie w chaosie zdecydowane i jednoznaczne decyzje a także przemyślane pozwolą nam jako zarządzającym szpitalami albo jako po prostu pracującym w szpitalach przekazać cały swój potencjał pacjentom co do procedowanej ustawy proszę państwa szanowni państwo i sprawy badań… zwracam się głównie do większości rządowej do rządu zwrócę się w ten sposób że przeczytam państwu smsa którego dzisiaj dostałem od ordynatorki oddziału w moim szpitalu „cześć wojtek mam do ciebie olbrzymią prośbę czy mógłbyś mi pomóc zorganizować zrobienie mi jednak testu na covid19 nic mi nie jest dalej siedzę w domu ale niektóre koleżanki w pracy domagają się tego proszę” i dalej trzy złożone ręce zadzwoniłem w podane miejsce próbowałem wywrzeć presję żeby to badanie wykonać dostałem informację że tego nie da się wykonać ponieważ dana osoba nie ma objawów i nie podlega tym badaniom dostałem jeszcze jeden sms „gdyby coś się zmieniło daj mi proszę znać bo nie wiem kiedy do roboty wracać gdybym miała ujemny wynik to już mogłabym wrócić” proszę państwa ja wiem że podaję przykład z jednego szpitala z dołu ale zajmijmy się także takimi sprawami nie bujajmy w obłokach po prostu pomóżmy tym szpitalom tym ludziom którzy chcą w tych szpitalach pracować – osobom które nie uciekają od obowiązków tylko chcą je wypełniać tak jak to należy robić musimy im pomagać musimy do tego być przygotowani i nie za 2 tygodnie nie za 3 nie za 5 tylko podczas najbliższego posiedzenia sejmu… apeluję o to my tutaj dzisiaj tych poprawek nie wniesiemy – dlatego ich nie wnoszę bo wiem że to nic nie da – ale jest jeszcze parę dni w ciągu tych paru dni będziecie na pewno robić sobie obliczenia i na pewno będą one wskazywać na to że trzeba zintensyfikować działania na koniec pragnę jednak 1 poprawkę w imieniu swoim i grupy senatorów złożyć gdyż nie może się bez tej zmiany obyć najwyżej państwo nie przegłosujecie… ale bardzo gorąco namawiam aby jednak tę poprawkę przyjąć dotyczy ona oczywiście tego co tutaj było mówione jest krótka w art 1 pkcie 5 w art 4 w ust 1 wyrazy „21 dni” zastępuje się wyrazami „okres zamknięcia placówki” wiecie państwo o co chodzi – o to aby ludzie którzy pobierają zasiłek rodzice mogli go dostawać przez cały okres zamknięcia placówki oświatowej i druga część tej poprawki w art 1 pkt 5 w art 4 w ust 1 dodaje się zdanie drugie w brzmieniu „dodatkowy zasiłek opiekuńczy przysługuje również ubezpieczonemu zwolnionemu od wykonywania pracy z powodu konieczności osobistego sprawowania opieki nad dzieckiem w wieku do ukończenia 15 roku życia” pan senator mówił żeby to było 10 lat ktoś mówił żeby 12… uważamy że czas który obejmuje szkołę podstawowa można w całości objąć czyli do piętnastego roku życia… chcę jeszcze powiedzieć że należy zintensyfikować działania porządkowe wiem że w szkołach powstają takie negatywne… to znaczy uczniowie którzy nie chodzą do szkół spotykają się w różnych miejscach zachowują się nieodpowiedzialnie i tu taka prośba do rządu aby sprawdzać to monitorować i działać przeciwko temu wiem że szkoły same próbują dyscyplinować uczniów ale jak to mają robić skoro uczniowie do szkół w tej chwili nie chodzą dziękuję bardzo poprawkę złożyłem już do sekretariatu	5	0
