id	text	koronawirusem_hits
ParlaMint-PL_2020-02-27-senat-05-3.txt:ParlaMint-PL_2020-02-27-senat-05-3.u52	dziękuję panie marszałku pani senator 3 tygodnie temu podchodziliśmy do tego bardzo poważnie dzisiaj jest tak samo 3 tygodnie temu rzeczywiście sytuacja była troszkę inna niż teraz wtedy źródłem zakażeń były właściwie te osoby które były w chinach lub miały kontakt z osobą która z chin wróciła od kilkunastu dni mamy inną sytuację bo mamy w europie duże ognisko zakażeń i postępowanie musiało troszkę ulec zmianie ale i wtedy i dzisiaj podchodziliśmy i podchodzimy do tego bardzo poważnie poprzez strony głównego inspektoratu sanitarnego strony internetowe ministerstwa zdrowia ale także codziennie za pośrednictwem wielu mediów staramy się dotrzeć z informacją jak należy postępować co trzeba zrobić gdy byliśmy narażeni na ekspozycję tego wirusa w jaki sposób postępować takie informacje podajemy na naszej stronie internetowej na stronie ministerstwa zdrowia jest zakładka i tam wymienione są wszystkie szpitale zakaźne i oddziały zakaźne bo nie zawsze szpital zakaźny jest oddzielną strukturą czasem są to oddziały w szpitalach jeżeli wystąpi taka potrzeba – a potrzeba epidemiologiczna może być z dnia na dzień inna – to oddziały które będą wymagały przekształcenia w oddziały zakaźne zostaną przekształcone oddziały które posiadają respiratory i będą nam potrzebne do zabezpieczenia pacjentów jeżeli chodzi o zakażenia koronawirusem zostaną przekształcone i pacjenci będą tam hospitalizowani już w tej chwili zaleciliśmy dyrektorom oddziałów zakaźnych aby – bo są takie przypadki – nie przyjmowali pacjentów planowych a jeżeli będzie taka potrzeba to rozszerzymy to także na inne oddziały szpitalne abyśmy skoncentrowali siły do pomocy osobom zarażonym koronawirusem mamy przygotowany plan ogólnokrajowy wszystko będzie zależało od uruchomienia poszczególnych etapów mówimy informujemy czy to drogą smsową czy przez media czy drogą internetową także w telewizji w różnych stacjach będą się pojawiały plansze informujące co robić jak postępować jak się zachowywać tak więc myślę że taka informacja jeżeli ktoś chce to na pewno do niego dotrze dziękuję bardzo	2
ParlaMint-PL_2020-02-27-senat-05-3.txt:ParlaMint-PL_2020-02-27-senat-05-3.u64	mówi to pani bardzo emocjonalnie ja zawsze lubię z panią rozmawiać znam panią i wiem że pani podchodzi do tego bardzo poważnie ale naprawdę nie straszmy polaków w tej chwili nie straszmy polaków bo nie ma w tej chwili takiej potrzeby jeśli chodzi o te testy które powtarzamy to ja tylko przypomnę że w przypadku tej trzydziestki która przyleciała do polski z wuhan i była we wrocławiu powtarzaliśmy test 3 razy pani mówi że to jest za dużo my chcemy mieć pewność i to nawet nie 100procentową my chcemy mieć 200procentową pewność że te wyniki naprawdę są u nich ujemne i nie dziwcie się że czasem powtarzamy te testy robimy to żeby naprawdę mieć pewność że ta osoba która przechodzi badania ma wynik ujemny ciągle pojawia się aspekt tych maseczek szanowni państwo ja jako chirurg całe życie przepracowałem w maseczce chirurgicznej ta maseczka służy do tego żebym to ja nie zakaził pola operacyjnego ja potencjalny chory jeżeli mam katar jeżeli kicham noszę maseczkę żeby tego pola nie zakazić pacjent który leży i jest operowany nie ma maseczki dlatego sama maseczka która w tej chwili jest tak popularna nie uchroni nas przed zarażeniem koronawirusem podkreślam to po raz którychś to mówię nie uchroni jeżeli jesteśmy przeziębieni mamy kaszel kichamy to zasłaniajmy usta jeżeli chcemy żeby robiła to maseczka to proszę bardzo ale jeszcze raz powtarzam nie uchroni nas ona od zakażenia czy to wirusem grypy czy to koronawirusem nieprawdą jest też to co pani powiedziała czyli to że powracające z zagranicy autokary nie są przez nas sprawdzane	2
ParlaMint-PL_2020-02-27-senat-05-3.txt:ParlaMint-PL_2020-02-27-senat-05-3.u161	dziękuję bardzo przysłuchując się tej debacie cieszę się że wirus jest apolityczny choć generalnie nie cieszę się że on w ogóle wystąpił bo jak wiadomo może być sprawcą pandemii epidemii i to jest szanowni państwo senatorowie nasz wspólny cel ‒ żeby do tego nie doszło ja powiem tak ‒ już rozmawialiśmy o tym na posiedzeniu senackiej komisji zdrowia ‒ życie pokazuje że pacjenci z podejrzeniem infekcji tym wirusem trafiają na sory i trafiają do poz to nie jest tak jak państwo sobie życzycie że trafiają do oddziałów chorób zakaźnych które też nie do końca zabezpieczają możliwość izolacji przykład z wczoraj szpital w cieszynie który dysponuje oddziałem chorób zakaźnych ‒ o tym liście już była dzisiaj mowa ‒ napisał pismo do lokalnych sorów że nie ma możliwości dostosować się do tych jeszcze nie procedur jeszcze nie wytycznych tylko tych powiedzmy zaleceń które państwo rekomendujecie dlatego życie pokazuje że jest inaczej i ci ludzie będą trafiać… moje pierwsze pytanie czy państwo ‒ bo wiem że są sztaby kryzysowe które wykupiły prawie wszystkie maseczki te zaawansowane nie z fizeliny i dlatego nie są dostępne maseczki ani w aptekach ani w sklepach bhp dla polaków którzy chcieliby te maseczki kupić ‒ współpracują z dyrektorami placówek lub z szefami sorów w naszym kraju to jest pierwsze pytanie bo ja kontaktuję się z lekarzami którzy pracują na oddziałach ratunkowych oni jednoznacznie ‒ przynajmniej na moim terenie a to jest południowy śląsk podbeskidzie ‒ mówią że nie ma żadnej współpracy nie ma żadnych zebrań nie ma żadnych sztabów kryzysowych i że tak naprawdę mogą wykorzystywać w codziennej praktyce tylko to co się dzieje na co dzień czyli postępowanie z osobą zainfekowaną różnymi innymi chorobami drugie pytanie czy państwo badaliście możliwość zakupu szybkich testów finansowanych np przez ministra zdrowia ‒ bo jest jakaś tam nadzwyczajna sytuacja i chodzi nam o profilaktykę ‒ do identyfikacji normalnej grypy ponieważ objawy które ma pacjent który może być podejrzany o zarażenie koronawirusem to są takie same objawy jak w normalnej grypie i być może selekcja wstępna poprzez zrobienie szybkich testów do identyfikacji grypy pozwoliłaby potem lekarzom zastosować pewną prewencję i profilaktykę i trzecie pytanie w jaki sposób… to jest pytanie od lekarzy anestezjologów którzy są przerażeni i wcale nie mają takich jednoznacznych procedur tu już nie powtarzam tych pytań które padały wielokrotnie czy będą finansowane leczenie i diagnostyka osób w przypadku których zostanie potwierdzone zakażenie tym wirusem wstępnie wiem że koszt takiej izolacji to ok 7 tysięcy zł i proszę o odpowiedź na piśmie ‒ proszę już nie odpowiadać tutaj tylko na piśmie jeżeli mogę prosić ‒ ile jest miejsc w polsce i na śląsku przeznaczonych do izolacji oddechowej bo tu też są rozbieżne dane pan mówił o 300 miejscach ja wiem że na śląsku jest tylko 9 wiem że dzisiaj pani ordynator z jednego takiego dużego ośrodka z oddziału intensywnego nadzoru wybiera się do wojewody żeby to ustalić ściślej lekarze sami dopominają się konkretnych procedur jeśli chodzi o to jak mają postępować tak że dziękuję bardzo	1
ParlaMint-PL_2020-02-27-senat-05-3.txt:ParlaMint-PL_2020-02-27-senat-05-3.u197	…te osoby bo jak ja im odpiszę że już była odpowiedź to oni odpowiedzą bardzo prosimy żeby pan zadał to pytanie i teraz 2 moje pytania panie ministrze jeżeli można prosić o odpowiedź na piśmie jeżeli chodzi o tę mapę przygotowań województwa pomorskiego gdzie ile miejsc jaki szpital itd… chciałbym o to prosić panie ministrze dlatego że ja wezmę to od pana ministra ja tam po prostu pojadę porozmawiam i potem złożę raport panu ministrowi chcę powiedzieć że to naprawdę nie chodzi tylko o to że państwo macie wiedzę ja jako wasz emisariusz pojadę i to skonfrontuję bo mam informacje że niektóre rzeczy wyglądają trochę inaczej i napiszę taki raport dla pana ministra nie będę go pisał ani na twitterze ani na facebooku tylko do pana ministra to jest jedno o co bym prosił jeśli chodzi o te przygotowania i druga taka techniczna sprawa pan minister pinkas mówi tak osoba która ma objawy wróciła z północnych włoch bierze za telefon i dzwoni do sanepidu sanepid mówi „okej kwalifikuje się panipan na oddział zakaźny w szpitalu x” a ta osoba mówi „proszę o karetkę” i teraz chodzi mi tak technicznie o tę karetkę czy jest na to wyznaczony jakiś czas czy państwo zdajecie sobie sprawę macie wyliczone ile tych karetek będzie potrzebnych bo ja sobie nie wyobrażam że nagle te karetki które są będą jeździły z tymi osobami chciałbym uzyskać odpowiedź na ten temat żeby nie było tak że ta osoba wpisze się w tę dobrą instrukcję a później będzie czekała 2 tygodnie na to żeby przyjechała karetka i ją zawiozła do szpitala no to byłoby tragiczne jeżeli będą zdarzać się takie przypadki to wtedy ten misterny plan dotyczący docierania karetkami do oddziałów zakaźnych w wyznaczonym szpitalu będzie kulał i to będzie strasznie źle wpływało na atmosferę dotyczącą walki z koronawirusem	1
ParlaMint-PL_2020-02-27-senat-05-3.txt:ParlaMint-PL_2020-02-27-senat-05-3.u221	dziękuję bardzo pani marszałek chciałbym jednak tę kwestię budżetu poruszoną już przed chwilą podtrzymać mianowicie chciałbym zapytać panie ministrze czy pan wie orientuje się jaka konkretnie kwota jest zaplanowana w budżecie państwa… no oczywiście nie na walkę z koronawirusem bo nie przypuszczam żebyście państwo projektując budżet wiele miesięcy temu przewidywali tę epidemię ale właśnie na tego rodzaju zagrożenia bo jak rozumiem w racjonalnie zarządzanym państwie przewiduje się kryzysowe sytuacje niestety także takie które mogą się skończyć tragedią podobną do tych jakie w niektórych państwach są związane z innym wirusem to po pierwsze drugie pytanie teraz po tych 3 tygodniach… bo tu ciągle pojawia się sformułowanie „3 tygodnie” że jesteśmy mądrzejsi po 3 tygodniach powinniście być mądrzy 3 tygodnie wcześniej i wcześniej ale dobrze przyjmuję… czy po tych 3 tygodniach gdy mamy większą wiedzę jak pan minister sam powiedział państwo przewidujecie i uznajecie że kwota zarezerwowana – chciałbym usłyszeć jaka to jest kwota – na walkę z tego rodzaju kryzysami jest wystarczająca czy trzeba będzie teraz jeszcze pracując nad budżetem ją zwiększyć albo potem nowelizować budżet kolejna sprawa już bardziej konkretna chodzi o jednostki czy placówki ochrony zdrowia mamy do czynienia z informacją że coraz większa liczba placówek służby zdrowia szczególnie szpitali jest zagrożona zamknięciem zresztą zamyka się już oddziały liczba zagrożonych placówek w polsce to ponad 500 a jeżeli – oby nie odpukać – wybuchnie epidemia to będziemy potrzebować większej liczby a nie mniejszej liczby placówek chciałbym zapytać co pan na to i czy rząd w swoich przygotowaniach do ewentualnej walki z pogarszającą się sytuacją to uwzględnia pozostawię to na boku bo traktujemy tę debatę a przede wszystkim temat bardzo poważnie ale chciałbym zaznaczyć jednym zdaniem że pan minister mógłby jednak choćby później w kuluarach no jakby upomnieć swojego kolegę pana głównego inspektora bo odsyłanie w xxi wieku w obliczu takiego zagrożenia obywateli do wiedzy babci i dziadka… to jest traktowanie nas wszystkich niepoważnie i to nie tylko dlatego że nie wszyscy mają dziadków i babcie dziękuję bardzo	1
ParlaMint-PL_2020-02-27-senat-05-3.txt:ParlaMint-PL_2020-02-27-senat-05-3.u303	…przeciwgorączkowe… tak informacja na pewno tak ale jak mówię bardzo trudno jest to rozgraniczyć zwykłe przeziębienie od infekcji grypowej czy infekcji koronawirusem…	0
ParlaMint-PL_2020-02-27-senat-05-3.txt:ParlaMint-PL_2020-02-27-senat-05-3.u327	pani marszałek pani senator szanowni państwo tych informacji rzeczywiście staramy się udzielać jak najwięcej z dnia na dzień uruchamiamy nowe kanały młodzi ludzie zdecydowanie więcej korzystają z internetu niż osoby starsze dlatego dla osób starszych będą plansze które będą się pokazywały w telewizji w godzinach dobrej oglądalności żeby wiedzieli jak postępować w danej sytuacji nie chodzi tylko o mycie rąk na czym my się skupiliśmy to na pewno jest ważne ale liczy się jeszcze informacja gdzie z jakimi objawami mamy się zgłosić to na pewno będzie się pokazywało także w mediach ogólnopolskich jeżeli chodzi o samorządy… no jak mówię dzisiaj było spotkanie ze wszystkimi kuratorami a więc ta informacja idzie w dół do dyrektorów szkół myślę że także samorządy będą się tym zajmować za plan zabezpieczenia województwa odpowiada wojewoda i to on decyduje jakie w danym województwie będą podjęte zabezpieczenia dlaczego służby sanitarne są w maseczkach a reszta nie proszę państwa jeżeli jestem lekarzem to mam na bieżąco kontakt z wieloma ludźmi którzy są zakażeni nie mówimy tylko o koronawirusie ale także o innych musimy bardzo chronić cały polski personel medyczny bo jeżeli… pamiętajmy co się wydarzyło w chinach gdzie niestety wielu lekarzy zachorowało a nawet zmarło powinniśmy więc tę służbę chronić wytyczne światowej organizacji zdrowia – to nie są nasze wytyczne – nie zalecają kategorycznie noszenia maseczki takiej typowej chirurgicznej bo ona rzeczywiście nie chroni od zakażenia koronawirusem czy nawet wirusem grypy jadąc tutaj do państwa przez warszawę nie widziałem żeby nasi obywatele w takich maseczkach chodzili mimo że mówimy że maseczki zniknęły ze sklepów czyli ktoś je kupił ale właściwie nie są używane pojawiło się jedno doniesienie naukowe które mówiło właśnie o 21 dniach ale to było jedno doniesienie które nie ma w tej chwili potwierdzenia w literaturze naukowej więc my bazujemy na tym co zaleca światowa organizacja zdrowia czyli uznajemy że to 14 dni jeszcze coś było…	1
ParlaMint-PL_2020-02-27-senat-05-3.txt:ParlaMint-PL_2020-02-27-senat-05-3.u345	dziękuję pani marszałek panie senatorze rzeczywiście… może nie ofiary a osoby które zmarły wskutek zarażenia koronawirusem i powikłań jakie następują w wyniku tego schorzenia to głównie osoby starsze osoby które oprócz tej infekcji miały inne liczne schorzenia tak jak mówiłem chorzy na cukrzycę mający kłopoty z układem oddechowym czy też mający problemy innego rodzaju np problemy w postaci niewydolności czy przewlekłej niewydolności nerek do końca nie jest jeszcze zbadany cały patomechanizm zakażania koronawirusem z obserwacji widzimy że dzieci przechodzą to jeżeli są zarażone bezobjawowo nie chorują ja nigdzie nie czytałem o zgonie dziecka spowodowanym koronawirusem i to jest w tych wszystkich informacjach ta dobra wiadomość nie ma jeszcze badań dlaczego tak się dzieje	3
ParlaMint-PL_2020-02-27-senat-05-3.txt:ParlaMint-PL_2020-02-27-senat-05-3.u347	pani marszałek panie ministrze staram się z uwagą słuchać tego co jest mówione tutaj na sali chociażby z tego powodu że ze względu na wiek i stan zdrowia jestem pewnie w tej grupie większego ryzyka zdaję sobie sprawę z tego że za parę tygodni nie będzie już jedynym wyznacznikiem ewentualnego zarażenia się kontakt z włochem czy… ale i z obywatelem innego kraju a może i w polsce będą już osoby chore i to zarażenie będzie mogło nastąpić od każdego i w dowolnym miejscu rozumiem że tryb postępowania – to jak powinienem się zachować – jest następujący jak poczuję pewne objawy to albo mam się zgłosić do specjalnego szpitala albo jeżeli to byłby nie koronawirus czyli inny wirus do normalnej przychodni i decyzja o tym czy tu czy tam zależy ode mnie pytanie jest proste jaki sposób przeciętny człowiek ma odróżnić objawy zakażenia koronawirusem od objawów zakażenia innym wirusem dziękuję	1
ParlaMint-PL_2020-02-27-senat-05-3.txt:ParlaMint-PL_2020-02-27-senat-05-3.u361	no ale jeżeli inspektor sanitarny skierował go do kwarantanny to znaczy że miał kontakt z koronawirusem więc jest niebezpieczeństwo że za chwilę mogą te objawy wystąpić	1
ParlaMint-PL_2020-03-02-sejm-07-1.txt:ParlaMint-PL_2020-03-02-sejm-07-1.u21	przekażę tylko suche fakty szanowni państwo panie prezydencie pani marszałek panie premierze wysoka izbo obecnie nie mamy pozytywnego wyniku testu na obecność wirusa w polsce hospitalizowanych jest 121 osób 237 poddano kwarantannie domowej ponad 3600 jest objętych nadzorem epidemiologicznym na świecie mamy ponad 87 tys zachorowań zakażenie wirusem wygląda w całym społeczeństwie różnie najczęściej chorują osoby starsze bardzo rzadko chorują dzieci w ok 80 przypadków pacjenci tę postać infekcji przebywali w sposób łagodny zapalenie płuc i duszność występowały w ok 14 przypadków a u 5 występowała ciężka niewydolność oddechowa ryzyko zgonu związane z infekcją tym wirusem największe było w grupie powyżej 80 roku życia i u osób z wieloma współistniejącymi stanami chorobowymi jest to wirus podobny do innych wirusów korona co to oznacza to oznacza że na powierzchniach przeżywa od kilku minut do 9 dni w związku z tym istnieje niewielkie ryzyko rozprzestrzeniania się na produktach które są przekazywane dłużej niż tydzień odporność nie została jeszcze dokładnie przebadana pojawiały się informacje że następuje powtórne zachorowanie na wirusa który już raz został przechorowany te dane nie zostały w tej chwili potwierdzone w dostępnym piśmiennictwie medycznym istnieje szereg aspektów międzynarodowych rozprzestrzeniającego się zakażenia wirusem korona po pierwsze instytucje międzynarodowe zwracają uwagę na przestrzeganie międzynarodowych przepisów zdrowotnych które mówią że państwa powinny środki dostosowywać do stanu wiedzy medycznej i nie powinny one być uciążliwe bardziej niż mówi o tym stanowisko ekspertów a także że regulacje powinny być wprowadzane z poszanowaniem prawa międzynarodowego i lokalnego jednocześnie doniesienia ze stanów zjednoczonych mówią o tym że zostało zamkniętych bardzo wiele kont mediów społecznościowych głównie powiązanych z rejonem wschodnim naszej części świata które wprowadzały dezinformację i chaos w stanach zjednoczonych w zakresie informacji o zakażeniu to może zagrażać bezpieczeństwu krajów które takiej dezinformacji zostały poddane chciałbym państwu przekazać w tej chwili kalendarium działań rządu agend które są podległe rządowi bądź nadzorowane przez rząd w kontekście międzynarodowym dlatego będę mówił o działaniach głównie polskich agencji i rządu ale też ecdc czyli europejskiej agencji zwalczania chorób zakaźnych i who oraz działaniach rządów innych państw głównie skupiając się na europie 9 stycznia dotarły pierwsze informacje o zagrożeniu w chinach tego też dnia zgodnie z zasadami jego funkcjonowania powstał w głównym inspektoracie sanitarnym zespół monitorujący sytuację epidemiologiczną od tego czasu działa on w sposób ciągły 10 stycznia ecdc wydało komunikat o niskim ryzyku dla podróżujących oraz o niskim lub bardzo niskim ryzyku przeniesienia się zakażenia do krajów europejskich tego samego dnia czyli 10 stycznia główny inspektorat sanitarny wydał komunikat dla podróżnych podróżujących do wuhan oraz informację dla lotniska oraz służb medycznych lotniska dotyczącą osób powracających z chin 15 stycznia krajowy punkt centralny do spraw międzynarodowych przepisów zdrowotnych kpc ihr przekazał informację o braku transmisji z człowieka na człowieka 20 stycznia główny inspektorat sanitarny przekazał do ministerstwa zdrowia raport z analizą ryzyka nadal nie była potwierdzona jakakolwiek transmisja z człowieka na człowieka tego samego dnia czyli 20 stycznia na stronie głównego inspektoratu sanitarnego pojawił się komunikat dla podróżnych 21 stycznia zostały zebrane informacje od służb lotniskowych oraz wydano instrukcje dla personelu portu lotniczego oraz dla personelu pomocniczego dotyczące zachowania się w związku z ryzykiem zawleczenia do polski koronawirusa 22 stycznia na lotnisku okęcie odbyło się spotkanie inspektorów inspekcji sanitarnej ze służbami sanitarnymi służbą medyczną i z przedstawicielami linii lotniczych lot które obsługują loty do chin w sprawie dalszych działań tego samego dnia odbyło się posiedzenie komisji epidemiologii chorób zakaźnych i szczepień ochronnych na którym został opracowany komunikat dla lekarzy i wytyczne do kwalifikowania przypadków podejrzenia o zakażenie koronawirusem 23 stycznia dopiero wtedy pojawiła się informacja ecdc o możliwości przeniesienia zakażenia wirusem z człowieka na człowieka i dopiero 23 stycznia zaczęły się pojawiać komunikaty ecdc dla ludności czyli takie wytyczne które wcześniej pojawiały się na stronie głównej inspekcji sanitarnej who tego samego dnia czyli 23 stycznia podejmuje decyzję o niewprowadzaniu stanu zagrożenia zdrowia publicznego o znaczeniu międzynarodowym 23 stycznia również następuje pierwsza reakcja unijnej komisarz do spraw zdrowia pani stelli kyriakides następnego dnia czyli 24 stycznia zostały przekazane instrukcje do ministerstwa infrastruktury i jako trzeci lub czwarty kraj wprowadziliśmy na rejsach z chin kartę lokalizacji pasażera w języku polskim angielskim i chińskim oraz ulotki w tych samych językach dla osób powracających z azji wschodniej i azji południowowschodniej tego samego dnia też zmodyfikowano komunikat dla podróżnych na podstawie komunikatu ecdc oraz who oraz uaktualniono zasady postępowania z osobami podejrzanymi o zakażenie koronawirusem 25 stycznia zebrał się sztab kryzysowy w głównym inspektoracie sanitarnym w sprawie oczywiście koronawirusa oraz koordynacji informacji pomiędzy msz inspekcją sanitarną lotniskiem urzędem lotnictwa cywilnego i wszystkimi innymi instytucjami dotyczących transportu osób z chin również 25 stycznia nastąpiła koordynacja pomiędzy konsultantami w dziedzinie chorób zakaźnych oraz głównym inspektoratem sanitarnym w zakresie transportu trzech obywateli z chin do polski 27 stycznia ustalono drogi przekazywania próbek do laboratorium w charité w berlinie pobranych od osób podejrzanych o zakażenie koronawirusem	3
ParlaMint-PL_2020-03-02-sejm-07-1.txt:ParlaMint-PL_2020-03-02-sejm-07-1.u23	28 stycznia nastąpiło spotkanie robocze w rządowym centrum bezpieczeństwa i rozesłanie przez narodowy fundusz zdrowia komunikatu dotyczącego zasad postępowania do wszystkich świadczeniodawców poprzez systemy elektroniczne szoi i inne również został wprowadzony przez ministerstwo zdrowia obowiązek monitorowania i raportowania stanu łóżek zakaźnych 28 stycznia czyli tego samego dnia kiedy rozsyłaliśmy komunikat dotyczący zasad postępowania hongkong i mongolia wprowadzają częściowe zamknięcie granic z chinami następnego dnia czyli 29 stycznia odbyło się posiedzenie zespołu zarządzania kryzysowego w ministerstwie zdrowia a na nim kolejna weryfikacja możliwości diagnostycznych wszystkich laboratoriów inspekcji sanitarnej oraz działań wojewódzkich inspekcji sanitarnoepidemiologicznych przekazano do tych wszystkich instytucji opracowany przez narodowy instytut zdrowia publicznego materiał o sposobie pobierania i przesyłania materiału od pacjenta do laboratorium pzh 30 stycznia odbyło się posiedzenie rządowego centrum zarządzania kryzysowego został opublikowany apel prezesa naczelnej izby lekarskiej oraz głównego inspektora sanitarnego do środowiska medycznego z prośbą o przekazywanie wiarygodnych informacji oraz została przekazana do stacji sanitarnoepidemiologicznych oraz do ministerstwa infrastruktury i urzędu lotnictwa cywilnego aktualizacja zasad postępowania z osobami podejrzanymi o zakażenie koronawirusem w podróży lotniczej dopiero 30 stycznia nastąpiło potwierdzenie transmisji z człowieka na człowieka  to był pierwszy przypadek w stanach zjednoczonych  i dopiero 30 stycznia who decyduje się na wprowadzenie stanu zagrożenia zdrowia publicznego o znaczeniu międzynarodowym 31 stycznia nastąpił audiomityng 4 komitetu bezpieczeństwa zdrowotnego unii europejskiej w którym uczestniczyło również ministerstwo zdrowia przekazano ustalenia dotyczące bezpieczeństwa europejskiego tego samego dnia czyli 31 stycznia pierwsza próbka pacjenta trafiła do pzh następnego dnia czyli 1 lutego została wprowadzona kwarantanna prowincji hubei 2 lutego czyli dzień później zorganizowano ewakuację polaków z obszarów zagrożonych z chin na lotnisku wojskowym we wrocławiu wylądowały dwa samoloty z 30 polakami 3 lutego w kancelarii prezesa rady ministrów zebrał się zespół roboczy do spraw sytuacji epidemiologicznej związanej z koronawirusem a co w polsce oraz odbyło się spotkanie z ambasadorem chińskiej republiki ludowej w celu przekazania informacji dotyczącej sytuacji epidemiologicznej w chinach jednocześnie raportowaliśmy do ecdc jeśli chodzi o liczbę miejsc kwarantannowych liczbę miejsc izolacyjnych oraz stan epidemiczny w polsce 4 lutego odbyło się posiedzenie senackiej komisji zdrowia na temat koronawirusa i też dopiero 4 lutego fda zezwoliło i autoryzowało użycie testów diagnostycznych na koronawirusa w stanach zjednoczonych 5 lutego została opracowana informacja dotycząca kwarantanny i nadzoru epidemiologicznego odnośnie do koronawirusa 7 lutego na posiedzeniu zespołu zarządzania kryzysowego przedyskutowano sprawę ewakuacji pięciu osób z chin a 8 lutego przyjęto kolejne pięć osób z chin na lotnisku w warszawie dopiero 10 lutego nastąpiła publikacja zaleceń ecdc dotyczących ogólnych środków zaradczych dotyczących przeciwdziałania rozprzestrzenianiu się wirusa 13 lutego wiceminister zdrowia wziął udział w spotkaniu ministrów zdrowia w brukseli w związku z sytuacją dotyczącą rozprzestrzeniania się koronawirusa według oceny ecdc 13 lutego ryzyko zarażenia się wirusem dla populacji unii europejskiej jest niskie 19 lutego nastąpiło przekazanie tych informacji a 21 lutego odbyło się posiedzenie sztabu dowództwa generalnego rodzajów sił zbrojnych w sprawie koordynacji działań wojska w zakresie transportu polaków z regionów zagrożonych teraz następuje etap w którym wirus dociera do europy 22 lutego we włoszech ogłoszono klastry potwierdzonych przypadków w lombardii piemoncie wenecji euganejskiej to oznacza że pojawiły się ogniska zarażenia 23 lutego włoska rada ministrów zatwierdziła dekret z mocą ustawy który wprowadza środki dotyczące powstrzymania i zarzadzania sytuacją następnego dnia w kancelarii prezesa rady ministrów spotkał się zespół roboczy do spraw sytuacji epidemiologicznej oraz odbyło się posiedzenie zespołu zarządzania kryzysowego w ministerstwie zdrowia z udziałem pll lot urzędu lotnictwa cywilnego w sprawie działań dotyczących również polaków wracających z włoch 25 lutego zostało przesłane pismo do podmiotów leczniczych w sprawie możliwości wystąpienia z wnioskiem o udostępnienie masek i kombinezonów z agencji rezerw strategicznych jednocześnie przygotowano instrukcje i wytyczne w zakresie postępowania przez centralę narodowego funduszu zdrowia i oddziały wojewódzkie jednocześnie wysłałem pismo do prezydencji unii europejskiej do prezydencji chorwackiej w sprawie pilnego spotkania ministrów zdrowia w celu przedyskutowania sytuacji epidemicznej w europie tego samego dnia czyli 25 lutego uruchomiliśmy całodobową infolinię narodowego funduszu zdrowia na potrzeby udzielania informacji polakom oraz został uruchomiony system wysyłania smsów do wszystkich osób powracających do kraju logujących się w polskiej sieci	2
