id	text	koronawirusem_hits	koronawirus_hits	wirus_hits	wirusem_hits
ParlaMint-PL_2020-03-02-sejm-07-1.txt:ParlaMint-PL_2020-03-02-sejm-07-1.u37	aby powstrzymać koronawirusa potrzebujemy nie tylko współpracy między resortami potrzebujemy również współpracy pomiędzy rządem centralnym a samorządami ale także między rządem a opozycją oklaski przypomnę że kiedy wybuchło zagrożenie rosyjskie w 2014 r wiosną 2014 r ówczesny lider opozycji pan prezes jarosław kaczyński zaapelował o współpracę z rządem aby ustabilizować sytuację uspokoić sytuację w odpowiedzialności za państwo i w poczuciu racji stanu oklaski dzisiaj wiemy że lotniska to są takie okna na świat na lotniskach wprowadziliśmy bardzo szczegółowe procedury również takie procedury które są zupełnie niepotrzebnie czasami wyśmiewane faktycznie nie jesteśmy w stanie przecież zablokować granic zamknąć granic przed koronawirusem ale jesteśmy w stanie minimalizować jego dostęp na terytorium polski dlatego jest mierzenie temperatury dlatego ta kwarantanna dlatego badanie już dzisiaj kilkuset osób od strony testów genetycznych o czym mówił pan minister po to aby wykluczyć i natychmiast zlokalizować potencjalnie pojawiające się źródło tego typu zagrożenia agencja rezerw materiałowych dokonała dodatkowych zakupów dodatkowych zamówień masek maseczek i wszystkich tego typu sprzętów potrzebnych dla szpitali potrzebnych dla służby zdrowia po to żeby w najbardziej odpowiedni sposób przygotować się do tej epidemii ile ten apel o odpowiedzialność i unikanie paniki jest bardzo ważny ponieważ w przypadku wybuchu niepokojów wybuchu paniki ci którzy mogą najbardziej potrzebować pomocy medycznej mogą mieć utrudniony do niej dostęp dlatego że wiele osób które takiej pomocy nie potrzebują będzie akurat korzystało ze służby medycznej cały personel medyczny wie o tym doskonale ale apeluję do wysokiej izby i za pośrednictwem wysokiej izby  bezpośrednio do wszystkich rodaków aby takiej paniki unikać chciałbym zatem szczególnie mocno podkreślić konieczność zachowania pełnego profesjonalizmu oraz spokoju w internecie pojawiło się bardzo wiele nieprawdziwych niesprawdzonych informacji to jest istotny czynnik ryzyka którego nie powinniśmy lekceważyć nie chcemy ignorować dlatego z tymi fake newsami z całą mocą walczy główny inspektor sanitarny i my również prezentujemy prawdziwe rzetelne wiarygodne informacje jako odpowiedź na te wszystkie fake newsy zresztą władze stanów zjednoczonych mogę je niejako zacytować przytoczyły przykłady różnych fejkowych kont na twitterze na instagramie czy facebooku pochodzenia rosyjskiego jak to zostało powiedziane różne trolle różni pseudointernauci po prostu sieją niepokój po prostu starają się zburzyć profesjonalne podejście do zaadresowania tego problemu wysoka izbo uzasadniony niepokój polaków łatwo jest spotęgować łatwo jest spotęgować pospiesznymi komentarzami łatwo jest spotęgować poprzez nieodpowiedzialne wpisy w internecie wystrzegajmy się tego bardzo proszę o spokój i profesjonalne podejście oklaski	1	0	0	0
ParlaMint-PL_2020-03-02-sejm-07-1.txt:ParlaMint-PL_2020-03-02-sejm-07-1.u39	rozmaite tweety czy spiskowe teorie są bardzo niebezpieczne ponieważ one nie są odpowiedzią na zagrożenie epidemiologiczne a wręcz przeciwnie  wzmagają niepokój społeczny potrzebne są w związku z tym współpraca i spokój o to właśnie bardzo proszę nie ma co insynuować że wirus pojawił się na terenie kraju kiedy mówimy o tym od samego początku że natychmiast jak się wirus pojawi o tym poinformujemy nie chciałbym aby dziś polska była najbardziej zagrożona epidemią nieodpowiedzialności ponieważ taka epidemia nieodpowiedzialności może rzeczywiście doprowadzić do szerszego rozprzestrzeniania się wirusa niż przeciwnym wypadku miałoby to miejsce takie spekulacje internetowe czy granie zdrowiem polaków jako kartą polityczną jest niebezpieczne na to szanowni państwo nie ma oczywiście szczepionki na to nie ma mojej zgody dlatego nie pozostaje mi nic innego jak zaapelować do wszystkich polityków w szczególności polityków opozycji którzy uczestniczą czasami w tej grze czasami są pewnie prowokowani przez różnych internautów o powagę kluczowa jest profilaktyka tak również ta profilaktyka która brzmi tak prosto banalnie mycie rąk dezynfekcja po prostu higiena wszystkie zalecenia światowej organizacji zdrowia i agend specjalistycznych na to wskazują i o to również proszę o to również apeluję proszę zatem żeby wszyscy państwo w miarę możliwości zwalczali fałszywe informacje korzystali ze strony i z rady doradztwa głównego inspektora sanitarnego który w tej sytuacji tak groźnej dla zdrowia publicznego wraz ze wszystkimi swoimi służbami jest dostępny 24 godziny na dobę zanim zatem dojdzie do wybuchu epidemii koronawirusa musimy skutecznie walczyć z epidemią dezinformacji przed nią przestrzega szef światowej organizacji zdrowia szanowni państwo nie ma szczepionki na fake newsy ale jest pewien test któremu wszyscy możemy się poddać jest to test odpowiedzialności test zgody test wspólnej zgodnej walki z dezinformacją fake newsami trollami internetowymi które wzbudzają tylko niepotrzebnie społeczny niepokój i kto to mówi	0	0	2	0
ParlaMint-PL_2020-03-02-sejm-07-1.txt:ParlaMint-PL_2020-03-02-sejm-07-1.u41	na koronawirusa nie ma jeszcze szczepionki mam nadzieję że zostanie wynaleziona ale musimy i chcemy współpracować ze wszystkimi siłami politycznymi ażeby to zagrożenie minimalizować żeby walczyć wspólnie o zdrowie publiczne znana lekarzom maksyma łacińska mówi cave quid dicas czyli pilnuj się co mówisz	0	0	0	0
ParlaMint-PL_2020-03-02-sejm-07-1.txt:ParlaMint-PL_2020-03-02-sejm-07-1.u45	szanowny panie prezydencie pani marszałek panie premierze wysoka izbo panie prezydencie to była ważna inicjatywa i dziękuję za tę inicjatywę panu prezydentowi tak jak dziękuję pani marszałek za zwołanie tego posiedzenia sejmu myślę że o tym jaka sytuacja jest naprawdę warto podyskutować warto porozmawiać w tej izbie warto było wysłuchać stanowiska pana ministra pana premiera dziękuję za przedstawienie tej rzetelnej informacji tak jak dziękuje za tę ciężką pracę która toczy się tak naprawdę od 2 miesięcy dziękuję za te działania które państwo podjęliście pomimo tego  co należy raz jeszcze podkreślić  że koronawirusa jeszcze w polsce nie ma choć jak słusznie zauważył pan minister jest to zapewne niestety tylko kwestia czasu państwo przygotowujecie się na różne rozwiązania są codzienne posiedzenia sztabu kryzysowego są różne inne działania warto podkreślić szanowni państwo że chodzi tu o codzienną pracę inspekcji sanitarnej 16 tys pracowników których często nie zauważamy wielu laboratoriów które jak słyszeliśmy są czynne i aktywne 24 godziny na dobę ale także o ciężką pracę wielu innych służb medycznych lekarzy pielęgniarek innego personelu którzy zostali poinstruowani i są gotowi przygotowani na ewentualne działania związane z pojawieniem się epidemii w polsce w tym wszystkim oczywiście potrzebny jest spokój potrzebna jest odpowiedzialność potrzebne są profesjonalizm powaga i ciężka praca powiedziałem przed chwilą o ciężkiej pracy która jest wykonywana przez różne służby państwowe tak naprawdę codziennie nieomal 24 godziny na dobę ale także szanowni państwo oprócz tej pracy oprócz profesjonalizmu różnych służb i przygotowania tych służb niezwykle ważna jest odpowiedzialność którą wszyscy również wspólnie dźwigamy to naprawdę niezwykle ważne szanowni państwo myślę że mogę się tu zwrócić do przedstawicieli różnych klubów to naprawdę niezwykle ważne abyśmy nie powtarzali niesprawdzonych informacji nie tweetowali nie mówili nieprawdy działając nawet być może w dobrej wierze ale przekazując jakieś niesprawdzone fejkowe informacje	0	0	0	0
ParlaMint-PL_2020-03-02-sejm-07-1.txt:ParlaMint-PL_2020-03-02-sejm-07-1.u49	ale przede wszystkim dziękuję rządowi za przygotowanie dużego dokumentu dużej ustawy która reguluje nie tylko kwestie związane z wpisaniem samego koronawirusa oklaski ale także z innymi zagrożeniami dotyczącymi poszczególnych służb	0	0	0	0
ParlaMint-PL_2020-03-02-sejm-07-1.txt:ParlaMint-PL_2020-03-02-sejm-07-1.u51	wykorzystania tych poszczególnych służb uruchomienia środków finansowych różnych zagrożeń które dotyczą chociażby miejsc takich jak lotniska szanowni państwo trzeba w tym miejscu także podziękować takim służbom jak wojsko jeśli chodzi o ewakuację polaków z chin to min dzięki wojsku udało się to przeprowadzić bardzo sprawnie to naprawdę jest przykład dobrego współdziałania różnych resortów w ramach jednego rządu rządu prawa i sprawiedliwości szanowni państwo wreszcie odbywają się także narady i spotkania z kuratorami następnie także z wojewodami naprawdę już na szczeblu wojewódzkim na szczeblu lokalnym wiemy co należy robić wojewodowie otrzymali odpowiednie dyspozycje wiedzą jak mają postępować zresztą mówili o tym zarówno pan premier jak i pan minister jest podwyższona gotowość zostały uruchomione i przekazane do dyspozycji dodatkowe środki finansowe obecnie 100 mln zł ale jest przygotowane także kolejne 100 mln pamiętajmy też że zostały zakupione kolejne testy na ewentualne wykrycie koronawirusa gdyby taki test należało zastosować te działania wojewodów są koordynowane również z wojewódzkimi inspektorami sanitarnymi a więc służby państwa są przygotowane szanowni państwo mimo że nie ma koronawirusa w polsce jesteśmy przygotowani proszę to docenić również w kontekście przeszłych różnych epidemii wspomniano tutaj chociażby o ptasiej grypie były różne inne sytuacje kiedy doganialiśmy kiedy byliśmy nieprzygotowani ale później oczywiście nadrabialiśmy ten stracony czas tym razem jeszcze przed epidemią służby państwowe są przygotowane szanowni państwo trzeba podkreślić że jest w tej sprawie współpraca z różnymi środowiskami współpraca ponad podziałami czasami pomimo trudnych dyskusji również w obrębie środowisk medycznych jest taka zgoda bardzo cenię i jestem wdzięczny za działania i współpracę chociażby ze strony porozumienia zielonogórskiego lekarze rodzinni będąc często na tej pierwszej linii gdzie jako pierwsi mają kontakt z pacjentami popierają i wspierają działania rządu to naprawdę ważne szanowni państwo i wreszcie coś pozytywnego co też wyniknęło przy okazji przekazywania tych wszystkich informacji chodzi o informacje związane z pewnym elementarnym przestrzeganiem higieny to niezwykle ważne i pamiętajmy wszyscy o tym że w dużym stopniu to od naszej postawy będzie zależało czy dojdzie do zakażenia czy też nie to kwestia przestrzegania higieny to kwestia odpowiednich działań nie tylko mycia rąk szanowni państwo pamiętajmy że nie ma na świecie przypadków śmiertelnych wśród małych dzieci do 9 roku życia natomiast najbardziej narażone są osoby o obniżonej odporności osoby starsze które z tego tytułu mają obniżoną odporność	0	0	0	0
ParlaMint-PL_2020-03-02-sejm-07-1.txt:ParlaMint-PL_2020-03-02-sejm-07-1.u71	oczywiście mogę zaapelować byśmy w tej chwili zresetowali wszelkie polityczne emocje wszelkie polityczne narracje które nie służą sprawie myślę że kilka słów powinno być dzisiaj bardzo wyraźnie wyartykułowanych mianowicie spokój bezpieczeństwo roztropność zaufanie i pokora proszę państwa do naszego domu wdziera się niebezpieczny intruz koronawirus niebezpieczny bo śmiertelność wynosi 23 ale znamy groźniejsze wirusy które przed kilkoma laty były rozprzestrzeniały się w europie i na świecie przypomnę że w przypadku wirusa ptasiej grypy h5n1 śmiertelność dochodziła praktycznie do 50 wirus sars który wywoływał ostrą niewydolność oddechową  śmiertelność wynosiła 10 nie wspomnę już o wirusie gorączki krwotocznej ebola gdzie śmiertelność wynosiła 90 tak więc spokojnie i bez paniki co wiemy dzisiaj o chorobie covid19 wiemy że w 80 przypadków jej przebieg jest łagodny praktycznie bezobjawowy jest ona samowyleczalna więc nie stosuje się żadnych leków praktycznie stosuje się tylko leki przeciwgorączkowe ewentualnie przeciwzapalne uszczelniające śródbłonki naczyń w 1015 ta choroba wywołuje ostrą niewydolność oddechową i wymaga intensywnej terapii jak dotąd najczęściej umierają osoby starsze z obniżoną odpornością z towarzyszącymi chorobami przewlekłymi a więc np chorobami nowotworowymi powikłaniami cukrzycy przewlekłą niewydolnością nerek oraz te które zbyt późno otrzymały fachową pomoc medyczną a zatem proszę państwa spokojnie roztropnie i dojrzale my dzisiaj wszyscy powinniśmy się zjednoczyć i u boku pana prezydenta i u boku rządu i wspólnie przeciwdziałać oraz podejmować działania na rzecz profilaktyki i ewentualnie walki z wirusem jeśli wirus wkroczy do polski tego wymaga polska racja stanu ale też to że nie ma większej wartości ponadczasowej niż zdrowie polek i polaków proszę państwa ważne w tym aspekcie jest też to nawet osobiście mógłbym to dodać że dzisiaj można byłoby nawet nie wyczytywać przynależności partyjnej przy wywoływaniu poszczególnych posłów mało tego moglibyśmy nawet zamienić się miejscami w ławach poselskich dlatego że musimy się zjednoczyć we wspólnym celu jakim jest troska o realne poczucie bezpieczeństwa zdrowotnego polek i polaków wszyscy którzy dzisiaj twierdzą że rząd uczynił mało albo o wiele za mało są w dużym błędzie przecież pan minister wyraźnie powiedział że w chwili gdy dowiedziano się o wirusie na świecie podjęto szczegółowe pilne działania przypomnę proszę państwa że w każdym szpitalu z oddziałem zakaźnym jest uzbrojenie w sprzęt jest odpowiedzialna profesjonalna załoga są maski fp3 z nanofiltrami maski fp2 specjalne kombinezony proszę państwa pan premier uruchomi 100 mln zł ze swojej rezerwy zakupiono 30 tys testów diagnostycznych na koronawirusa zaktualizowane są wszystkie wojewódzkie plany zarządzania kryzysowego narodowy fundusz zdrowia uruchomił całodobową infolinię o numerze 800 195 190 wszyscy przyjeżdżający z zagranicy nie tylko z włoch i chin otrzymują smsową informację stale przekazywane są konkretne aktualne informacje pana ministra zdrowia pana głównego inspektora sanitarnego epidemiologów na lotniskach przedsięwzięto stosowne działania w ruchu pasażerskim proszę państwa to są działania konkretne spokojne ale bardzo zdecydowane ważną kwestią jest kwestia zaufania proszę państwa od 40 lat jestem lekarzem i wiem jak ważne jest to obustronne zaufanie lekarza i pacjenta i obywateli do rządu rząd podejmuje wszelkie działania i wszelkie prace które mają zapewnić realne poczucie bezpieczeństwa jeśli chodzi o zdrowie obywateli polek i polaków dzwonek proszę państwa bądźmy razem i działajmy wspólnie oklaski	0	1	2	1
ParlaMint-PL_2020-03-02-sejm-07-1.txt:ParlaMint-PL_2020-03-02-sejm-07-1.u73	panie prezydencie pani marszałek wysoka izbo to prawda należy działać spokojnie rozważnie merytorycznie ale trzeba mówić prawdę bardzo długo pan premier mówił na temat niesprawdzonych informacji w internecie dlaczego rząd korzystając ze swoich możliwości nie wychodził i nie mówił nie to nie jest prawda jesteśmy w takiej a takiej sytuacji zostało przygotowane to i to oklaski poruszenie na sali polacy chcą czuć się bezpiecznie i chcą wiedzieć że rząd jest dobrze przygotowany poruszenie na sali jest jest przygotowany rząd powinien być przygotowany na wypadek sytuacji kryzysowych i na wypadek epidemii w tym przypadku zbliża się do nas ten groźny wirus ale rozumiem że w naszym państwie były mechanizmy i systemy dotyczące tego jak w takich sytuacjach działać rozumiem że pan minister i rząd przygotowują się do tego ale informacja która dociera do pacjentów jest naprawdę bardzo nikła nie może być tak że pacjent który idzie do lekarza na tym najniższym szczeblu trafia na lekarza który nie ma sprzętu nie jest zabezpieczony przed tym wszystkim nie ma maseczek nie ma rękawiczek oklaski mówicie że w polsce nie ma wirusa poruszenie na sali wiemy jak trudny jest dostęp pacjenta do lekarza ludzie muszą dokładnie wiedzieć jaka jest droga mówi się o tym na lotniskach wszystko świetnie funkcjonuje to jak można wytłumaczyć przypadek z soboty kiedy pacjentka która przyleciała z korei i która stwierdziła na lotnisku że ma podwyższoną temperaturę i źle się czuje została wsadzona do samolotu i dopiero w krakowie zabrano ją karetką coś nie działa panie premierze trzeba to sprawdzić oklaski mówicie tutaj że musimy działać wspólnie oczywiście że wszyscy ludzie racjonalnie myślący w takiej sprawie działają razem wykonują zadania które powinny być powierzone ale trzeba ludziom mówić prawdę i pokazywać co mają robić w takiej a nie innej sytuacji najważniejsza jest prawda i nienawoływanie do wyjątkowych sytuacji kiedy w zeszłym tygodniu rozmawialiśmy na temat tej choroby i tego że opozycja złożyła projekty ustaw pani marszałek powiedziała że to w ogóle nie jest potrzebne rząd ma pewne możliwości żeby w tej sprawie działać oklaski pan prezydent zaproponował zwołanie sejmu żeby wysłuchać informacji pana premiera żebyśmy te informacje poznali ale rano pan prezydent spotkał się z panem premierem więc już te informacje miał albo traktujemy się poważnie traktujemy się z zaufaniem i chcemy się szanować albo robimy spektakle polityczne oklaski powiem tak kiedy dzisiaj wyjdę z tej sali nie będę wiedziała co mam dalej powiedzieć pacjentom jak mają się zachowywać w sytuacji kiedy czują że mogli mieć kontakt z osobami zarażonymi bo wrócili z zagranicy i nie wiedzą czy podwyższona temperatura jest objawem tej choroby czy jest to zwykłe przeziębienie jest system służby pracują ale chciałabym poznać plan dla zwykłych obywateli jak mają się zachowywać oklaski jeżeli tyle mówimy o pieniądzach które są potrzebne chciałabym przypomnieć skorzystam z obecności pana prezydenta że w pana rękach są 2 mld zł które mogą być przeznaczone na onkologię dziękuję oklaski brawo	0	0	1	0
ParlaMint-PL_2020-03-02-sejm-07-1.txt:ParlaMint-PL_2020-03-02-sejm-07-1.u74	dziękuję pani koleżanki apelowały o to żeby nie było wycieczek poza temat koronawirusa a jednak są wypowiedź w imieniu klubu dokończy pan poseł borys budka bardzo proszę	0	0	0	0
ParlaMint-PL_2020-03-02-sejm-07-1.txt:ParlaMint-PL_2020-03-02-sejm-07-1.u75	dziękuję panie prezydencie pani marszałek panie premierze rzeczywiście chcemy rozmawiać chcemy pomagać mam jeden bardzo prosty apel czas wreszcie odrzucić tę butę i pogardę które od ponad 4 lat macie wobec wszystkich którzy mają inne zdanie lub są z innej części sceny politycznej 14 lutego złożyliśmy projekt ustawy który dawał możliwości zarządzenia odosobnienia kwarantanny w sytuacjach kiedy będzie to potrzebne i co zrobiliście oczywiście z tą pogardą z tą butą mówiliście że nic takiego nie jest potrzebne bo państwo działa świetnie rzeczywiście państwo działało świetnie kiedy minister zdrowia z panem prezydentem jeździli na nartach podczas gdy trzeba było zajmować się sprawami najważniejszymi oklaski państwo działa świetnie kiedy pan minister mówi o sytuacjach o informacjach które macie z 20 lutego dotyczących koronawirusa we włoszech panie ministrze pierwsza informacja z włoch podana przez polskie portale pochodzi z 31 stycznia w rzymie w przypadku małżeństwa z chin stwierdzono przypadek koronawirusa a pan mówi że to było dopiero 22 lutego jeżeli nie potraficie zajmować się nawet zbieraniem prostych informacji to naprawdę wszyscy możemy bać się tego co nas czeka jeśli ten wirus się pojawi oklaski dzisiaj jesteśmy tutaj żeby przyjąć konkretne rozwiązania dzisiaj jesteśmy tutaj dlatego że przez ostatni czas po raz kolejny zamiast zajmować się istotnymi dla polaków kwestiami zajmowaliście się walkami wewnętrznymi walkami gangów wewnątrz waszej koalicji walkami w ramach służb specjalnych nie zajmowaliście się prawdziwymi realnymi problemami oklaski dzisiaj jesteśmy tutaj ponieważ nie potraficie korzystać z tych procedur które od lat w polsce obowiązują przecież od 2007 r obowiązują jasne i czytelne przepisy zresztą przygotowane przez wasz rząd które potem przejęliśmy i wprowadziliśmy nie potraficie korzystać z tych procedur kiedy w zeszłym tygodniu prosiliśmy i apelowaliśmy zróbmy specjalne posiedzenie sejmu przyjmijmy rozwiązania ustawowe to przecież z ust pani marszałek z ust waszych ministrów padały sformułowania że nic się nie dzieje że nie potrzebujemy żadnych nowych rozwiązań i co niestety nawet koronawirusa wpisujecie w kampanię wyborczą to jest bardzo bardzo nieodpowiedzialne i złe oklaski mam apel z tego miejsca do pana prezydenta panie prezydencie pan ma w rękach olbrzymie narzędzie to jest narządzie weryfikacji tego o czym mówił pan premier mateusz morawiecki zresztą ekspert od fake newsów jak wiemy dwukrotnie sąd zmusił pana premiera do tego by odwoływać nieprawdę w pana słowach oklaski i dzisiaj pan premier mówi o tym żeby sprawdzić żeby walczyć z fake newsami panie prezydencie to jest test dla pana w pana rękach leży rozwiązanie w przypadku którego 2 mld zł polskich podatników mogą iść na poprawę ochrony zdrowia polek i polaków mogą iść na służbę zdrowia mogą iść min na zwiększenie liczby etatów specjalistów na zwiększenie nakładów w służbie zdrowia zwiększenie oddziałów zakaźnych na poprawę bezpieczeństwa polek i polaków a nie na produkcję fake newsów w tzw publicznych mediach to jest ten test panie prezydencie oklaski brawo dzisiaj ta debata jest rzeczywiście o tym jak wspólnie możemy rozwiązywać problemy które stoją przed naszą wspólną ojczyzną ale żeby to zrobić trzeba nie tylko mówić okrągłe słowa które padają z ust pana premiera ale trzeba konkretnych czynów i dzisiaj mówimy wyraźnie tak jesteśmy tutaj po to żeby wypracować odpowiednie rozwiązania ale jesteśmy też po to żebyście państwo odpowiedzieli dlaczego do tej pory nie działaliście dlaczego do tej pory wybieraliście narty zamiast sztabów kryzysowych oklaski dlaczego do tej pory nie przeznaczyliście większych środków większej pomocy finansowej na służbę zdrowia tylko z roku na rok zwiększacie wydatki na propagandę panie premierze panie prezydencie czas na realizację waszych obietnic czas na to by polacy przekonali się czy chcecie wspólnie z opozycją jednym głosem załatwić najważniejsze problemy dotyczące tego co przed nami czy tylko i wyłącznie udajecie mam wielki apel by nie wykorzystywać spraw które powinny być ponad wszelkimi podziałami by nie wpisywać ich w kalendarz wyborczy	0	0	1	0
ParlaMint-PL_2020-03-02-sejm-07-1.txt:ParlaMint-PL_2020-03-02-sejm-07-1.u77	jeszcze w zeszłym tygodniu broniliście się przed debatą w senacie i informacją rządu na temat sytuacji związanej z koronawirusem mówiliście nie ta debata jest w senacie niepotrzebna po co to wszystko a potem co się zmieniło od tego czasu prezydent czy to że chcieliście to wpisać bardzo dobrze prezydent znaczy świetnie że to mówicie ale źle że tak się dzieje chcieliście to wpisać w kampanię wyborczą panie prezydencie pan ma dużo lepsze narzędzia 2 mld zł w pana rękach oklaski 2 mld zł dla polskiej służby zdrowia zamiast dla produkcji fake newsów zamiast dla przemysłu pogardy zamiast dzielenia polaków może pan zrobić coś bardzo bardzo dobrego oklaski szanowni państwo panie premierze pan skupiał się na internecie dziwnym trafem wiem że być może w waszych szeregach są tacy eksperci nie wątpię którzy znają się właśnie na manipulacjach w internecie ale panie premierze to nie osoby ze wschodu to nie trolle to polska kobieta to pacjentka jednego ze szpitali obnażyła prawdę o waszej nieudolności oklaski to pani ania z krotoszyna pokazała jak państwo nie działa i dzisiaj przyznał to nawet sam minister zdrowia mówiąc to szpital zawalił że niestety jest chaos niestety nie udało się znaczy zabrakło jednego prostego słowa zabrakło słowa przepraszam zabrakło tego słowa które jest w takich momentach bardzo ważne ja z tego miejsca chcę zadeklarować że jesteśmy gotowi do każdej merytorycznej pracy jesteśmy gotowi do tego by w sprawach wagi państwowej być na każde zawołanie i pracować w tej izbie oklaski tylko że na razie to wy zorganizowaliście pracę w tej izbie w ten sposób że mamy po jednym posiedzeniu na miesiąc to wy zorganizowaliście tak pracę żeby sejm się nie zbierał i teraz oczywiście udajecie że chcecie coś naprawiać ale gdzie byliście przez ten czas gdzie był minister zdrowia wiemy pan nawet podobno we włoszech na nartach był nie wiem mam nadzieję że jeżeli to nieprawda będę panie ministrze przepraszał za to bo aż mi się nie chce wierzyć dwa razy w polsce to rozumiem ale jeszcze do włoch pan pojechał znaczy na boga są pewne granice hipokryzji i są pewne granice tego jak państwo powinno działać i dzisiaj to jest prawdziwy test ale to jest test który musi zdać większość parlamentarna my jako opozycja jesteśmy gotowi raz jeszcze podkreślam do merytorycznej pracy tylko jak ta praca z waszej strony wygląda w zeszłym tygodniu słyszymy niepotrzebna ustawa	1	0	0	0
ParlaMint-PL_2020-03-02-sejm-07-1.txt:ParlaMint-PL_2020-03-02-sejm-07-1.u83	o tym że jest koronawirus wiemy od grudnia dopiero wczoraj w nocy pojawił się rządowy projekt mamy w związku z nim wiele pytań bo nie rozwiązuje wielu kwestii ale mam również pytania do dzisiejszych wystąpień ani w projekcie ani w dzisiejszych wypowiedziach nie widzą państwo w ogóle problemu 45 pracowników którzy chorzy chodzą do pracy bo boją się jej utraty nie widzę zwiększenia budżetu państwowej inspekcji pracy której inspektorzy mogliby wspierać pracowników i kontrolować czy w tak kluczowym momencie przestrzegane jest prawo pracy projekt pomija też osoby pracujące na podstawie umów cywilnoprawnych powinni mieć możliwość pracy zdalnej ale jak zwykle	0	1	0	0
ParlaMint-PL_2020-03-02-sejm-07-1.txt:ParlaMint-PL_2020-03-02-sejm-07-1.u85	dla polskiego państwa są niewidzialni brak środków na akcje informacyjne dla państwowej inspekcji pracy polki i polacy nadal nie wiedzą jakie mają prawa nie wiedzą że w sytuacji gdy zostaną skierowani na przymusową kwarantannę mają prawo do zwolnienia chorobowego że gdy zachoruje ich dziecko mają prawo do urlopu na to dziecko ale brak wiedzy to tylko jeden z aspektów nie ma świadczeń dla osób nieubezpieczonych koronawirus nie będzie wybierał tych którzy płacą składki nie rozumiem dlaczego rząd w tak kluczowej sprawie stosuje neoliberalne rozróżnienie na ubezpieczonych i nieubezpieczonych wszyscy jesteśmy obywatelami tego kraju i nasz rząd powinien zrobić wszystko co w jego mocy żeby nas przed tym zagrożeniem uchronić nie widzę zwiększenia budżetu inspekcji sanitarnej która będzie odgrywała kluczową rolę w zapobieganiu rozprzestrzenianiu się wirusa są środki na konkretne działania nie ma pieniędzy na nadgodziny na dotrudnienie znowu zakładacie że ludzie będą harować za grosze i co najważniejsze zupełnie nie słyszę informacji na temat tego czy rząd zadba o bezpieczeństwo lekowe polski obecnie duża część substancji czynnych z których tworzy się leki produkowana jest w chinach czy polsce grozi brak leków jeżeli tak to których jakie rząd planuje działania mające na celu zabezpieczenie chorych i kiedy jak rząd planuje zaadresować ten problem w przyszłości czy zabezpieczone 40 mln wystarczy na obsługę administracji oraz produkcję leków gdy zabraknie dostaw z chin o reszcie wątpliwości opowiedzą moi koledzy i koleżanki dziękuję oklaski	0	1	0	0
